143,455,141,422,184,431,74,71,69
91,474,143,455,136,507,35,53,46
91,474,54,533,56,492,19,36,28
0,922,16,966,0,1023,7,16,12
16,966,26,910,49,925,53,47,17
26,910,16,966,0,922,17,40,27
103,1020,131,1003,218,1023,26,45,38
74,959,90,936,122,962,8,20,9
74,959,95,994,58,980,19,19,11
95,994,74,959,122,962,8,25,14
124,976,95,994,122,962,15,33,18
95,994,124,976,120,987,18,35,21
219,930,214,950,199,907,134,103,19
26,910,50,876,49,925,18,40,27
50,876,26,910,2,849,13,35,23
50,876,69,925,49,925,11,26,16
69,925,50,876,84,887,20,34,19
169,396,141,422,152,384,69,65,65
184,431,169,396,189,410,75,80,85
141,422,169,396,184,431,61,55,53
225,447,214,464,184,431,46,39,28
383,975,439,970,453,984,73,90,96
439,970,459,976,453,984,93,111,128
459,976,439,970,457,939,103,126,140
376,923,439,970,383,975,83,104,110
10,638,4,684,0,527,21,33,18
17,593,10,638,0,527,18,35,28
10,638,16,635,4,684,30,36,13
16,635,10,638,17,593,21,40,32
67,695,49,728,4,684,48,53,15
33,743,9,817,2,729,24,43,22
49,728,33,743,2,729,53,46,10
200,728,164,739,186,700,153,120,9
227,849,248,927,199,907,150,111,2
248,927,227,849,280,874,151,111,1
247,698,200,728,186,700,166,137,41
144,662,189,640,186,700,117,90,1
791,92,827,46,814,119,201,123,7
966,83,980,54,1000,78,227,204,192
1011,163,1005,145,1018,112,220,179,146
964,139,1005,145,1011,163,212,155,104
983,359,1007,321,997,386,86,98,92
845,390,881,366,890,384,167,148,138
893,405,845,390,890,384,170,153,147
845,390,893,405,840,427,171,173,173
908,286,890,281,894,261,242,231,224
863,252,890,281,850,311,202,163,129
918,250,908,286,894,261,236,206,175
890,281,865,339,850,311,170,143,127
865,339,890,281,908,286,184,157,138
613,414,612,478,584,438,166,167,168
612,478,578,478,584,438,139,155,158
742,435,736,400,762,400,167,144,130
824,300,863,252,850,311,173,134,103
863,252,824,300,846,239,208,161,114
423,482,496,526,478,555,81,78,40
383,561,418,552,406,596,165,163,151
418,552,457,578,406,596,143,145,123
457,578,418,552,478,555,150,157,148
418,552,423,482,478,555,127,127,113
441,379,400,407,421,343,136,121,111
426,337,441,379,421,343,150,127,112
371,330,426,337,421,343,121,98,83
326,452,282,447,287,411,116,100,88
193,521,175,510,209,485,27,52,42
824,300,799,253,846,239,196,158,127
767,224,799,253,782,272,239,218,198
799,253,767,224,785,221,243,235,229
669,171,634,167,642,145,212,140,41
677,210,651,247,626,198,224,163,92
554,228,587,190,593,222,224,163,91
554,228,594,263,535,258,232,176,115
594,263,554,228,593,222,229,171,104
624,314,594,263,636,262,214,180,147
594,263,624,314,586,315,197,181,168
624,314,584,334,586,315,183,173,171
749,311,719,308,744,273,162,126,97
605,218,651,247,636,262,229,169,102
594,263,605,218,636,262,230,172,107
605,218,594,263,593,222,228,168,98
651,247,605,218,626,198,225,162,87
605,218,587,190,626,198,223,167,108
587,190,605,218,593,222,223,161,88
721,11,707,0,800,1,190,110,0
521,9,476,15,522,0,197,132,56
521,9,499,52,476,15,206,150,96
634,94,700,113,642,145,204,129,21
700,113,634,94,714,89,206,144,73
634,94,671,38,714,89,197,122,12
671,38,722,30,714,89,194,117,6
707,0,603,21,522,0,232,212,198
540,56,595,89,528,94,208,150,90
595,89,593,109,528,94,204,133,39
610,90,593,109,595,89,201,125,12
970,666,965,656,1005,654,14,19,17
965,656,954,620,1005,654,23,62,50
1009,539,1002,545,995,534,10,29,23
893,405,867,481,840,427,48,93,86
867,481,844,477,840,427,31,63,52
772,447,742,435,762,400,178,186,184
804,431,772,447,762,400,133,147,141
976,577,1004,558,979,592,21,57,45
961,550,976,577,916,595,50,71,33
976,577,954,620,916,595,61,77,28
954,620,976,577,979,592,24,58,43
907,518,872,490,874,487,34,62,54
872,490,867,481,874,487,14,18,9
